metro_code,metro_name,metro_pop,metro_apps,metro_type,variable_name,total_count,loan,denied,is_reliable,reliable_note,odds_ratio,number_denials_compared_to_10_white
47080,"Vidalia, GA",36030,69,Micropolitan Statistical Area,latino,1,1,0,FALSE,No results,,
47080,"Vidalia, GA",36030,69,Micropolitan Statistical Area,native,0,0,0,FALSE,No results,,
47080,"Vidalia, GA",36030,69,Micropolitan Statistical Area,asian_cb,0,0,0,FALSE,No results,,
22900,"Fort Smith, AR-OK",249777,1110,Metropolitan Statistical Area,black,19,16,3,FALSE,No results,,
22900,"Fort Smith, AR-OK",249777,1110,Metropolitan Statistical Area,latino,98,87,11,FALSE,No results,,
22900,"Fort Smith, AR-OK",249777,1110,Metropolitan Statistical Area,native,26,23,3,FALSE,No results,,
22900,"Fort Smith, AR-OK",249777,1110,Metropolitan Statistical Area,asian_cb,33,30,3,FALSE,No results,,
15020,"Brookhaven, MS",34320,67,Micropolitan Statistical Area,black,4,3,1,FALSE,No results,,
15020,"Brookhaven, MS",34320,67,Micropolitan Statistical Area,latino,0,0,0,FALSE,No results,,
15020,"Brookhaven, MS",34320,67,Micropolitan Statistical Area,native,0,0,0,FALSE,No results,,
15020,"Brookhaven, MS",34320,67,Micropolitan Statistical Area,asian_cb,0,0,0,FALSE,No results,,
27660,"Jennings, LA",31441,99,Micropolitan Statistical Area,black,5,5,0,FALSE,No results,,
27660,"Jennings, LA",31441,99,Micropolitan Statistical Area,latino,1,1,0,FALSE,No results,,
27660,"Jennings, LA",31441,99,Micropolitan Statistical Area,native,0,0,0,FALSE,No results,,
27660,"Jennings, LA",31441,99,Micropolitan Statistical Area,asian_cb,0,0,0,FALSE,No results,,
29380,"Lake City, FL",69968,247,Micropolitan Statistical Area,black,7,7,0,FALSE,No results,,
29380,"Lake City, FL",69968,247,Micropolitan Statistical Area,latino,18,17,1,FALSE,No results,,
29380,"Lake City, FL",69968,247,Micropolitan Statistical Area,native,1,1,0,FALSE,No results,,
29380,"Lake City, FL",69968,247,Micropolitan Statistical Area,asian_cb,6,6,0,FALSE,No results,,
37120,"Ozark, AL",49277,92,Micropolitan Statistical Area,black,4,4,0,FALSE,No results,,
37120,"Ozark, AL",49277,92,Micropolitan Statistical Area,latino,2,2,0,FALSE,No results,,
37120,"Ozark, AL",49277,92,Micropolitan Statistical Area,native,1,1,0,FALSE,No results,,
37120,"Ozark, AL",49277,92,Micropolitan Statistical Area,asian_cb,2,2,0,FALSE,No results,,
40460,"Rockingham, NC",44997,145,Micropolitan Statistical Area,black,14,11,3,FALSE,No results,,
40460,"Rockingham, NC",44997,145,Micropolitan Statistical Area,latino,9,8,1,FALSE,No results,,
40460,"Rockingham, NC",44997,145,Micropolitan Statistical Area,native,3,3,0,FALSE,No results,,
40460,"Rockingham, NC",44997,145,Micropolitan Statistical Area,asian_cb,2,1,1,FALSE,No results,,
38820,"Port Angeles, WA",75392,480,Micropolitan Statistical Area,black,3,3,0,FALSE,No results,,
38820,"Port Angeles, WA",75392,480,Micropolitan Statistical Area,latino,17,17,0,FALSE,No results,,
38820,"Port Angeles, WA",75392,480,Micropolitan Statistical Area,native,6,6,0,FALSE,No results,,
38820,"Port Angeles, WA",75392,480,Micropolitan Statistical Area,asian_cb,15,12,3,FALSE,No results,,
37660,"Parsons, KS",20119,33,Micropolitan Statistical Area,black,2,1,1,FALSE,No results,,
37660,"Parsons, KS",20119,33,Micropolitan Statistical Area,latino,1,1,0,FALSE,No results,,
37660,"Parsons, KS",20119,33,Micropolitan Statistical Area,native,0,0,0,FALSE,No results,,
37660,"Parsons, KS",20119,33,Micropolitan Statistical Area,asian_cb,0,0,0,FALSE,No results,,
15580,"Butte-Silver Bow, MT",34770,231,Micropolitan Statistical Area,black,0,0,0,FALSE,No results,,
15580,"Butte-Silver Bow, MT",34770,231,Micropolitan Statistical Area,latino,2,2,0,FALSE,No results,,
15580,"Butte-Silver Bow, MT",34770,231,Micropolitan Statistical Area,native,0,0,0,FALSE,No results,,
15580,"Butte-Silver Bow, MT",34770,231,Micropolitan Statistical Area,asian_cb,0,0,0,FALSE,No results,,
36580,"Oneonta, NY",59972,212,Micropolitan Statistical Area,black,2,2,0,FALSE,No results,,
36580,"Oneonta, NY",59972,212,Micropolitan Statistical Area,latino,5,5,0,FALSE,No results,,
36580,"Oneonta, NY",59972,212,Micropolitan Statistical Area,native,1,1,0,FALSE,No results,,
36580,"Oneonta, NY",59972,212,Micropolitan Statistical Area,asian_cb,4,4,0,FALSE,No results,,
11220,"Amsterdam, NY",49302,154,Micropolitan Statistical Area,black,0,0,0,FALSE,No results,,
11220,"Amsterdam, NY",49302,154,Micropolitan Statistical Area,latino,8,6,2,FALSE,No results,,
11220,"Amsterdam, NY",49302,154,Micropolitan Statistical Area,native,1,0,1,FALSE,No results,,
11220,"Amsterdam, NY",49302,154,Micropolitan Statistical Area,asian_cb,1,1,0,FALSE,No results,,
13780,"Binghamton, NY",241874,1070,Metropolitan Statistical Area,black,19,15,4,FALSE,No results,,
13780,"Binghamton, NY",241874,1070,Metropolitan Statistical Area,latino,23,23,0,FALSE,No results,,
13780,"Binghamton, NY",241874,1070,Metropolitan Statistical Area,native,2,2,0,FALSE,No results,,
13780,"Binghamton, NY",241874,1070,Metropolitan Statistical Area,asian_cb,34,28,6,FALSE,No results,,
18660,"Cortland, NY",47865,179,Micropolitan Statistical Area,black,0,0,0,FALSE,No results,,
18660,"Cortland, NY",47865,179,Micropolitan Statistical Area,latino,3,3,0,FALSE,No results,,
18660,"Cortland, NY",47865,179,Micropolitan Statistical Area,native,2,2,0,FALSE,No results,,
18660,"Cortland, NY",47865,179,Micropolitan Statistical Area,asian_cb,4,4,0,FALSE,No results,,
33180,"Middlesborough, KY",26791,28,Micropolitan Statistical Area,black,0,0,0,FALSE,No results,,
33180,"Middlesborough, KY",26791,28,Micropolitan Statistical Area,latino,0,0,0,FALSE,No results,,
33180,"Middlesborough, KY",26791,28,Micropolitan Statistical Area,native,0,0,0,FALSE,No results,,
33180,"Middlesborough, KY",26791,28,Micropolitan Statistical Area,asian_cb,1,1,0,FALSE,No results,,
16380,"Celina, OH",40884,131,Micropolitan Statistical Area,black,2,2,0,FALSE,No results,,
16380,"Celina, OH",40884,131,Micropolitan Statistical Area,latino,0,0,0,FALSE,No results,,
16380,"Celina, OH",40884,131,Micropolitan Statistical Area,native,0,0,0,FALSE,No results,,
16380,"Celina, OH",40884,131,Micropolitan Statistical Area,asian_cb,0,0,0,FALSE,No results,,
30900,"Logansport, IN",37880,150,Micropolitan Statistical Area,black,0,0,0,FALSE,No results,,
30900,"Logansport, IN",37880,150,Micropolitan Statistical Area,latino,21,17,4,FALSE,No results,,
30900,"Logansport, IN",37880,150,Micropolitan Statistical Area,native,1,1,0,FALSE,No results,,
30900,"Logansport, IN",37880,150,Micropolitan Statistical Area,asian_cb,5,5,0,FALSE,No results,,
41400,"Salem, OH",103190,502,Micropolitan Statistical Area,black,2,2,0,FALSE,No results,,
41400,"Salem, OH",103190,502,Micropolitan Statistical Area,latino,3,2,1,FALSE,No results,,
41400,"Salem, OH",103190,502,Micropolitan Statistical Area,native,0,0,0,FALSE,No results,,
41400,"Salem, OH",103190,502,Micropolitan Statistical Area,asian_cb,2,2,0,FALSE,No results,,
24220,"Grand Forks, ND-MN",101745,678,Metropolitan Statistical Area,black,4,4,0,FALSE,No results,,
24220,"Grand Forks, ND-MN",101745,678,Metropolitan Statistical Area,latino,10,9,1,FALSE,No results,,
24220,"Grand Forks, ND-MN",101745,678,Metropolitan Statistical Area,native,7,6,1,FALSE,No results,,
24220,"Grand Forks, ND-MN",101745,678,Metropolitan Statistical Area,asian_cb,11,10,1,FALSE,No results,,
47540,"Wapakoneta, OH",45729,284,Micropolitan Statistical Area,black,0,0,0,FALSE,No results,,
47540,"Wapakoneta, OH",45729,284,Micropolitan Statistical Area,latino,2,2,0,FALSE,No results,,
47540,"Wapakoneta, OH",45729,284,Micropolitan Statistical Area,native,3,2,1,FALSE,No results,,
47540,"Wapakoneta, OH",45729,284,Micropolitan Statistical Area,asian_cb,4,2,2,FALSE,No results,,
36980,"Owensboro, KY",118477,903,Metropolitan Statistical Area,black,10,9,1,FALSE,No results,,
36980,"Owensboro, KY",118477,903,Metropolitan Statistical Area,latino,10,8,2,FALSE,No results,,
36980,"Owensboro, KY",118477,903,Metropolitan Statistical Area,native,0,0,0,FALSE,No results,,
36980,"Owensboro, KY",118477,903,Metropolitan Statistical Area,asian_cb,32,29,3,FALSE,No results,,
31580,"Madisonville, KY",45331,133,Micropolitan Statistical Area,black,1,1,0,FALSE,No results,,
31580,"Madisonville, KY",45331,133,Micropolitan Statistical Area,latino,2,2,0,FALSE,No results,,
31580,"Madisonville, KY",45331,133,Micropolitan Statistical Area,native,0,0,0,FALSE,No results,,
31580,"Madisonville, KY",45331,133,Micropolitan Statistical Area,asian_cb,0,0,0,FALSE,No results,,
12860,"Batavia, NY",57808,237,Micropolitan Statistical Area,black,1,1,0,FALSE,No results,,
12860,"Batavia, NY",57808,237,Micropolitan Statistical Area,latino,2,2,0,FALSE,No results,,
12860,"Batavia, NY",57808,237,Micropolitan Statistical Area,native,1,1,0,FALSE,No results,,
12860,"Batavia, NY",57808,237,Micropolitan Statistical Area,asian_cb,1,1,0,FALSE,No results,,
46540,"Utica-Rome, NY",292016,1273,Metropolitan Statistical Area,black,16,11,5,FALSE,Not enough variance in variables,2.6,26
46540,"Utica-Rome, NY",292016,1273,Metropolitan Statistical Area,latino,21,20,1,FALSE,Not enough variance in variables,0.4,4
46540,"Utica-Rome, NY",292016,1273,Metropolitan Statistical Area,native,2,2,0,FALSE,Not enough variance in variables,0,0
46540,"Utica-Rome, NY",292016,1273,Metropolitan Statistical Area,asian_cb,36,31,5,FALSE,Not enough variance in variables,2.2,22
27460,"Jamestown-Dunkirk-Fredonia, NY",128496,511,Micropolitan Statistical Area,black,5,5,0,FALSE,No results,,
27460,"Jamestown-Dunkirk-Fredonia, NY",128496,511,Micropolitan Statistical Area,latino,25,23,2,FALSE,No results,,
27460,"Jamestown-Dunkirk-Fredonia, NY",128496,511,Micropolitan Statistical Area,native,2,2,0,FALSE,No results,,
27460,"Jamestown-Dunkirk-Fredonia, NY",128496,511,Micropolitan Statistical Area,asian_cb,6,6,0,FALSE,No results,,
38460,"Plattsburgh, NY",80583,253,Micropolitan Statistical Area,black,1,1,0,FALSE,No results,,
38460,"Plattsburgh, NY",80583,253,Micropolitan Statistical Area,latino,4,4,0,FALSE,No results,,
38460,"Plattsburgh, NY",80583,253,Micropolitan Statistical Area,native,1,1,0,FALSE,No results,,
38460,"Plattsburgh, NY",80583,253,Micropolitan Statistical Area,asian_cb,6,6,0,FALSE,No results,,
23380,"Fremont, OH",59029,232,Micropolitan Statistical Area,black,1,1,0,FALSE,No results,,
23380,"Fremont, OH",59029,232,Micropolitan Statistical Area,latino,10,10,0,FALSE,No results,,
23380,"Fremont, OH",59029,232,Micropolitan Statistical Area,native,0,0,0,FALSE,No results,,
23380,"Fremont, OH",59029,232,Micropolitan Statistical Area,asian_cb,1,1,0,FALSE,No results,,
47620,"Warren, PA",39756,198,Micropolitan Statistical Area,black,0,0,0,FALSE,No results,,
47620,"Warren, PA",39756,198,Micropolitan Statistical Area,latino,0,0,0,FALSE,No results,,
47620,"Warren, PA",39756,198,Micropolitan Statistical Area,native,0,0,0,FALSE,No results,,
47620,"Warren, PA",39756,198,Micropolitan Statistical Area,asian_cb,3,2,1,FALSE,No results,,
24100,"Gloversville, NY",53646,202,Micropolitan Statistical Area,black,0,0,0,FALSE,No results,,
24100,"Gloversville, NY",53646,202,Micropolitan Statistical Area,latino,5,4,1,FALSE,No results,,
24100,"Gloversville, NY",53646,202,Micropolitan Statistical Area,native,1,1,0,FALSE,No results,,
24100,"Gloversville, NY",53646,202,Micropolitan Statistical Area,asian_cb,4,4,0,FALSE,No results,,
26460,"Hudson, NY",60371,310,Micropolitan Statistical Area,black,6,6,0,FALSE,No results,,
26460,"Hudson, NY",60371,310,Micropolitan Statistical Area,latino,8,6,2,FALSE,No results,,
26460,"Hudson, NY",60371,310,Micropolitan Statistical Area,native,1,1,0,FALSE,No results,,
26460,"Hudson, NY",60371,310,Micropolitan Statistical Area,asian_cb,12,12,0,FALSE,No results,,
41780,"Sandusky, OH",74780,480,Micropolitan Statistical Area,black,10,9,1,FALSE,No results,,
41780,"Sandusky, OH",74780,480,Micropolitan Statistical Area,latino,5,5,0,FALSE,No results,,
41780,"Sandusky, OH",74780,480,Micropolitan Statistical Area,native,1,1,0,FALSE,No results,,
41780,"Sandusky, OH",74780,480,Micropolitan Statistical Area,asian_cb,1,1,0,FALSE,No results,,
35940,"Norwalk, OH",58339,264,Micropolitan Statistical Area,black,0,0,0,FALSE,No results,,
35940,"Norwalk, OH",58339,264,Micropolitan Statistical Area,latino,8,7,1,FALSE,No results,,
35940,"Norwalk, OH",58339,264,Micropolitan Statistical Area,native,0,0,0,FALSE,No results,,
35940,"Norwalk, OH",58339,264,Micropolitan Statistical Area,asian_cb,0,0,0,FALSE,No results,,
21300,"Elmira, NY",84895,493,Metropolitan Statistical Area,black,7,5,2,FALSE,No results,,
21300,"Elmira, NY",84895,493,Metropolitan Statistical Area,latino,12,10,2,FALSE,No results,,
21300,"Elmira, NY",84895,493,Metropolitan Statistical Area,native,0,0,0,FALSE,No results,,
21300,"Elmira, NY",84895,493,Metropolitan Statistical Area,asian_cb,12,12,0,FALSE,No results,,
12180,"Auburn, NY",77425,267,Micropolitan Statistical Area,black,0,0,0,FALSE,No results,,
12180,"Auburn, NY",77425,267,Micropolitan Statistical Area,latino,0,0,0,FALSE,No results,,
12180,"Auburn, NY",77425,267,Micropolitan Statistical Area,native,0,0,0,FALSE,No results,,
12180,"Auburn, NY",77425,267,Micropolitan Statistical Area,asian_cb,1,1,0,FALSE,No results,,
24020,"Glens Falls, NY",125892,704,Metropolitan Statistical Area,black,0,0,0,FALSE,No results,,
24020,"Glens Falls, NY",125892,704,Metropolitan Statistical Area,latino,10,9,1,FALSE,No results,,
24020,"Glens Falls, NY",125892,704,Metropolitan Statistical Area,native,2,2,0,FALSE,No results,,
24020,"Glens Falls, NY",125892,704,Metropolitan Statistical Area,asian_cb,9,9,0,FALSE,No results,,
28580,"Key West, FL",75798,549,Micropolitan Statistical Area,black,5,3,2,FALSE,No results,,
28580,"Key West, FL",75798,549,Micropolitan Statistical Area,latino,92,76,16,FALSE,No results,,
28580,"Key West, FL",75798,549,Micropolitan Statistical Area,native,1,1,0,FALSE,No results,,
28580,"Key West, FL",75798,549,Micropolitan Statistical Area,asian_cb,4,4,0,FALSE,No results,,
30140,"Lebanon, PA",139729,948,Metropolitan Statistical Area,black,7,7,0,FALSE,Not enough variance in variables,0,0
30140,"Lebanon, PA",139729,948,Metropolitan Statistical Area,latino,66,57,9,FALSE,Not enough variance in variables,3.7,37
30140,"Lebanon, PA",139729,948,Metropolitan Statistical Area,native,2,1,1,FALSE,Not enough variance in variables,41.8,418
30140,"Lebanon, PA",139729,948,Metropolitan Statistical Area,asian_cb,47,44,3,FALSE,Not enough variance in variables,1.3,13
22300,"Findlay, OH",75837,750,Micropolitan Statistical Area,black,15,15,0,FALSE,Not enough variance in variables,0,0
22300,"Findlay, OH",75837,750,Micropolitan Statistical Area,latino,29,28,1,FALSE,Not enough variance in variables,1.9,19
22300,"Findlay, OH",75837,750,Micropolitan Statistical Area,native,2,1,1,FALSE,Not enough variance in variables,168.6,1686
22300,"Findlay, OH",75837,750,Micropolitan Statistical Area,asian_cb,15,14,1,FALSE,Not enough variance in variables,2.7,27
27060,"Ithaca, NY",102642,387,Metropolitan Statistical Area,black,4,4,0,FALSE,No results,,
27060,"Ithaca, NY",102642,387,Metropolitan Statistical Area,latino,10,9,1,FALSE,No results,,
27060,"Ithaca, NY",102642,387,Metropolitan Statistical Area,native,2,1,1,FALSE,No results,,
27060,"Ithaca, NY",102642,387,Metropolitan Statistical Area,asian_cb,29,28,1,FALSE,No results,,
34620,"Muncie, IN",115020,662,Metropolitan Statistical Area,black,14,11,3,FALSE,No results,,
34620,"Muncie, IN",115020,662,Metropolitan Statistical Area,latino,7,6,1,FALSE,No results,,
34620,"Muncie, IN",115020,662,Metropolitan Statistical Area,native,0,0,0,FALSE,No results,,
34620,"Muncie, IN",115020,662,Metropolitan Statistical Area,asian_cb,19,16,3,FALSE,No results,,
36460,"Olean, NY",77121,231,Micropolitan Statistical Area,black,4,4,0,FALSE,No results,,
36460,"Olean, NY",77121,231,Micropolitan Statistical Area,latino,3,1,2,FALSE,No results,,
36460,"Olean, NY",77121,231,Micropolitan Statistical Area,native,2,2,0,FALSE,No results,,
36460,"Olean, NY",77121,231,Micropolitan Statistical Area,asian_cb,2,2,0,FALSE,No results,,
31660,"Malone, NY",50477,116,Micropolitan Statistical Area,black,0,0,0,FALSE,No results,,
31660,"Malone, NY",50477,116,Micropolitan Statistical Area,latino,1,1,0,FALSE,No results,,
31660,"Malone, NY",50477,116,Micropolitan Statistical Area,native,1,0,1,FALSE,No results,,
31660,"Malone, NY",50477,116,Micropolitan Statistical Area,asian_cb,0,0,0,FALSE,No results,,
42380,"Sayre, PA",60963,292,Micropolitan Statistical Area,black,2,0,2,FALSE,No results,,
42380,"Sayre, PA",60963,292,Micropolitan Statistical Area,latino,4,4,0,FALSE,No results,,
42380,"Sayre, PA",60963,292,Micropolitan Statistical Area,native,0,0,0,FALSE,No results,,
42380,"Sayre, PA",60963,292,Micropolitan Statistical Area,asian_cb,3,3,0,FALSE,No results,,
39020,"Portsmouth, OH",76040,295,Micropolitan Statistical Area,black,3,3,0,FALSE,No results,,
39020,"Portsmouth, OH",76040,295,Micropolitan Statistical Area,latino,3,3,0,FALSE,No results,,
39020,"Portsmouth, OH",76040,295,Micropolitan Statistical Area,native,0,0,0,FALSE,No results,,
39020,"Portsmouth, OH",76040,295,Micropolitan Statistical Area,asian_cb,4,4,0,FALSE,No results,,
25880,"Hillsdale, MI",45757,241,Micropolitan Statistical Area,black,1,1,0,FALSE,No results,,
25880,"Hillsdale, MI",45757,241,Micropolitan Statistical Area,latino,3,3,0,FALSE,No results,,
25880,"Hillsdale, MI",45757,241,Micropolitan Statistical Area,native,0,0,0,FALSE,No results,,
25880,"Hillsdale, MI",45757,241,Micropolitan Statistical Area,asian_cb,3,2,1,FALSE,No results,,
35860,"North Vernon, IN",27710,107,Micropolitan Statistical Area,black,2,2,0,FALSE,No results,,
35860,"North Vernon, IN",27710,107,Micropolitan Statistical Area,latino,2,2,0,FALSE,No results,,
35860,"North Vernon, IN",27710,107,Micropolitan Statistical Area,native,0,0,0,FALSE,No results,,
35860,"North Vernon, IN",27710,107,Micropolitan Statistical Area,asian_cb,0,0,0,FALSE,No results,,
35660,"Niles, MI",154133,1239,Metropolitan Statistical Area,black,36,30,6,FALSE,Not enough variance in variables,3.2,32
35660,"Niles, MI",154133,1239,Metropolitan Statistical Area,latino,42,40,2,FALSE,Not enough variance in variables,1.1,11
35660,"Niles, MI",154133,1239,Metropolitan Statistical Area,native,11,11,0,FALSE,Not enough variance in variables,0,0
35660,"Niles, MI",154133,1239,Metropolitan Statistical Area,asian_cb,36,36,0,FALSE,Not enough variance in variables,0,0
39980,"Richmond, IN",66342,234,Micropolitan Statistical Area,black,5,4,1,FALSE,No results,,
39980,"Richmond, IN",66342,234,Micropolitan Statistical Area,latino,6,4,2,FALSE,No results,,
39980,"Richmond, IN",66342,234,Micropolitan Statistical Area,native,0,0,0,FALSE,No results,,
39980,"Richmond, IN",66342,234,Micropolitan Statistical Area,asian_cb,3,3,0,FALSE,No results,,
32940,"Meridian, MS",101992,144,Micropolitan Statistical Area,black,21,16,5,FALSE,No results,,
32940,"Meridian, MS",101992,144,Micropolitan Statistical Area,latino,0,0,0,FALSE,No results,,
32940,"Meridian, MS",101992,144,Micropolitan Statistical Area,native,0,0,0,FALSE,No results,,
32940,"Meridian, MS",101992,144,Micropolitan Statistical Area,asian_cb,4,3,1,FALSE,No results,,
30220,"Levelland, TX",23064,92,Micropolitan Statistical Area,black,2,2,0,FALSE,No results,,
30220,"Levelland, TX",23064,92,Micropolitan Statistical Area,latino,34,30,4,FALSE,No results,,
30220,"Levelland, TX",23064,92,Micropolitan Statistical Area,native,1,1,0,FALSE,No results,,
30220,"Levelland, TX",23064,92,Micropolitan Statistical Area,asian_cb,0,0,0,FALSE,No results,,
26380,"Houma-Thibodaux, LA",210162,738,Metropolitan Statistical Area,black,31,26,5,FALSE,No results,,
26380,"Houma-Thibodaux, LA",210162,738,Metropolitan Statistical Area,latino,16,16,0,FALSE,No results,,
26380,"Houma-Thibodaux, LA",210162,738,Metropolitan Statistical Area,native,9,8,1,FALSE,No results,,
26380,"Houma-Thibodaux, LA",210162,738,Metropolitan Statistical Area,asian_cb,7,6,1,FALSE,No results,,
14020,"Bloomington, IN",167296,1267,Metropolitan Statistical Area,black,11,10,1,FALSE,No results,,
14020,"Bloomington, IN",167296,1267,Metropolitan Statistical Area,latino,38,33,5,FALSE,No results,,
14020,"Bloomington, IN",167296,1267,Metropolitan Statistical Area,native,2,2,0,FALSE,No results,,
14020,"Bloomington, IN",167296,1267,Metropolitan Statistical Area,asian_cb,55,53,2,FALSE,No results,,
15060,"Brookings, OR",22650,154,Micropolitan Statistical Area,black,4,2,2,FALSE,No results,,
15060,"Brookings, OR",22650,154,Micropolitan Statistical Area,latino,4,4,0,FALSE,No results,,
15060,"Brookings, OR",22650,154,Micropolitan Statistical Area,native,0,0,0,FALSE,No results,,
15060,"Brookings, OR",22650,154,Micropolitan Statistical Area,asian_cb,3,3,0,FALSE,No results,,
43460,"Sikeston, MO",38633,116,Micropolitan Statistical Area,black,2,1,1,FALSE,No results,,
43460,"Sikeston, MO",38633,116,Micropolitan Statistical Area,latino,1,0,1,FALSE,No results,,
43460,"Sikeston, MO",38633,116,Micropolitan Statistical Area,native,1,0,1,FALSE,No results,,
43460,"Sikeston, MO",38633,116,Micropolitan Statistical Area,asian_cb,1,1,0,FALSE,No results,,
38100,"Picayune, MS",55219,168,Micropolitan Statistical Area,black,3,3,0,FALSE,No results,,
38100,"Picayune, MS",55219,168,Micropolitan Statistical Area,latino,5,4,1,FALSE,No results,,
38100,"Picayune, MS",55219,168,Micropolitan Statistical Area,native,0,0,0,FALSE,No results,,
38100,"Picayune, MS",55219,168,Micropolitan Statistical Area,asian_cb,3,2,1,FALSE,No results,,
44860,"Sulphur Springs, TX",36486,148,Micropolitan Statistical Area,black,4,3,1,FALSE,No results,,
44860,"Sulphur Springs, TX",36486,148,Micropolitan Statistical Area,latino,17,13,4,FALSE,No results,,
44860,"Sulphur Springs, TX",36486,148,Micropolitan Statistical Area,native,1,1,0,FALSE,No results,,
44860,"Sulphur Springs, TX",36486,148,Micropolitan Statistical Area,asian_cb,5,4,1,FALSE,No results,,
28860,"Kirksville, MO",29924,88,Micropolitan Statistical Area,black,3,3,0,FALSE,No results,,
28860,"Kirksville, MO",29924,88,Micropolitan Statistical Area,latino,2,1,1,FALSE,No results,,
28860,"Kirksville, MO",29924,88,Micropolitan Statistical Area,native,0,0,0,FALSE,No results,,
28860,"Kirksville, MO",29924,88,Micropolitan Statistical Area,asian_cb,5,5,0,FALSE,No results,,
30060,"Lebanon, MO",35531,149,Micropolitan Statistical Area,black,0,0,0,FALSE,No results,,
30060,"Lebanon, MO",35531,149,Micropolitan Statistical Area,latino,3,3,0,FALSE,No results,,
30060,"Lebanon, MO",35531,149,Micropolitan Statistical Area,native,0,0,0,FALSE,No results,,
30060,"Lebanon, MO",35531,149,Micropolitan Statistical Area,asian_cb,0,0,0,FALSE,No results,,
21840,"Fairfield, IA",18148,68,Micropolitan Statistical Area,black,0,0,0,FALSE,No results,,
21840,"Fairfield, IA",18148,68,Micropolitan Statistical Area,latino,3,2,1,FALSE,No results,,
21840,"Fairfield, IA",18148,68,Micropolitan Statistical Area,native,1,0,1,FALSE,No results,,
21840,"Fairfield, IA",18148,68,Micropolitan Statistical Area,asian_cb,4,3,1,FALSE,No results,,
33380,"Minden, LA",39242,67,Micropolitan Statistical Area,black,8,5,3,FALSE,No results,,
33380,"Minden, LA",39242,67,Micropolitan Statistical Area,latino,1,1,0,FALSE,No results,,
33380,"Minden, LA",39242,67,Micropolitan Statistical Area,native,0,0,0,FALSE,No results,,
33380,"Minden, LA",39242,67,Micropolitan Statistical Area,asian_cb,0,0,0,FALSE,No results,,
22800,"Fort Madison-Keokuk, IA-IL-MO",58989,150,Micropolitan Statistical Area,black,1,1,0,FALSE,No results,,
22800,"Fort Madison-Keokuk, IA-IL-MO",58989,150,Micropolitan Statistical Area,latino,0,0,0,FALSE,No results,,
22800,"Fort Madison-Keokuk, IA-IL-MO",58989,150,Micropolitan Statistical Area,native,0,0,0,FALSE,No results,,
22800,"Fort Madison-Keokuk, IA-IL-MO",58989,150,Micropolitan Statistical Area,asian_cb,0,0,0,FALSE,No results,,
29860,"Laurel, MS",84857,180,Micropolitan Statistical Area,black,14,10,4,FALSE,No results,,
29860,"Laurel, MS",84857,180,Micropolitan Statistical Area,latino,6,5,1,FALSE,No results,,
29860,"Laurel, MS",84857,180,Micropolitan Statistical Area,native,0,0,0,FALSE,No results,,
29860,"Laurel, MS",84857,180,Micropolitan Statistical Area,asian_cb,5,4,1,FALSE,No results,,
16020,"Cape Girardeau, MO-IL",96976,502,Metropolitan Statistical Area,black,2,2,0,FALSE,No results,,
16020,"Cape Girardeau, MO-IL",96976,502,Metropolitan Statistical Area,latino,8,6,2,FALSE,No results,,
16020,"Cape Girardeau, MO-IL",96976,502,Metropolitan Statistical Area,native,0,0,0,FALSE,No results,,
16020,"Cape Girardeau, MO-IL",96976,502,Metropolitan Statistical Area,asian_cb,6,5,1,FALSE,No results,,
21980,"Fallon, NV",24259,127,Micropolitan Statistical Area,black,0,0,0,FALSE,No results,,
21980,"Fallon, NV",24259,127,Micropolitan Statistical Area,latino,11,9,2,FALSE,No results,,
21980,"Fallon, NV",24259,127,Micropolitan Statistical Area,native,2,2,0,FALSE,No results,,
21980,"Fallon, NV",24259,127,Micropolitan Statistical Area,asian_cb,4,4,0,FALSE,No results,,
36660,"Opelousas, LA",83172,171,Micropolitan Statistical Area,black,37,29,8,FALSE,Not enough variance in variables,16,160
36660,"Opelousas, LA",83172,171,Micropolitan Statistical Area,latino,3,2,1,FALSE,Not enough variance in variables,181.4,1814
36660,"Opelousas, LA",83172,171,Micropolitan Statistical Area,native,0,0,0,FALSE,Not enough variance in variables,1.4171E+13,1.4171E+14
36660,"Opelousas, LA",83172,171,Micropolitan Statistical Area,asian_cb,2,2,0,FALSE,Not enough variance in variables,0,0
26940,"Indianola, MS",26168,63,Micropolitan Statistical Area,black,33,26,7,FALSE,No results,,
26940,"Indianola, MS",26168,63,Micropolitan Statistical Area,latino,0,0,0,FALSE,No results,,
26940,"Indianola, MS",26168,63,Micropolitan Statistical Area,native,0,0,0,FALSE,No results,,
26940,"Indianola, MS",26168,63,Micropolitan Statistical Area,asian_cb,2,1,1,FALSE,No results,,
13620,"Berlin, NH",31741,131,Micropolitan Statistical Area,black,0,0,0,FALSE,No results,,
13620,"Berlin, NH",31741,131,Micropolitan Statistical Area,latino,5,3,2,FALSE,No results,,
13620,"Berlin, NH",31741,131,Micropolitan Statistical Area,native,0,0,0,FALSE,No results,,
13620,"Berlin, NH",31741,131,Micropolitan Statistical Area,asian_cb,0,0,0,FALSE,No results,,
37420,"Pampa, TX",23215,76,Micropolitan Statistical Area,black,0,0,0,FALSE,No results,,
37420,"Pampa, TX",23215,76,Micropolitan Statistical Area,latino,9,5,4,FALSE,No results,,
37420,"Pampa, TX",23215,76,Micropolitan Statistical Area,native,0,0,0,FALSE,No results,,
